Day,Hour,Base_Load_W
65,10,2402.8
65,11,2254.6
65,12,2186.1
65,13,2229.5
65,14,2161.8
65,15,2239.3
65,16,2392.4
65,17,2661.5
65,18,2894.7
65,19,2913.9
65,20,2946.8
65,21,2960.7
65,22,2823.5
65,23,2670.4
65,24,2376.9
66,1,2111.8
66,2,2005.7
66,3,1943.4
66,4,1898.6
66,5,1961.4
66,6,2024.4
66,7,2338.8
66,8,2634.1
66,9,2529.2
66,10,2402.1
66,11,2227.0
66,12,2157.2
66,13,2103.4
66,14,2043.9
66,15,2095.6
66,16,2179.8
66,17,2372.1
66,18,2610.4
66,19,2703.3
66,20,2762.9
66,21,2721.4
66,22,2699.5
66,23,2603.0
66,24,2295.9
67,1,2102.1
67,2,1983.4
67,3,1921.9
67,4,1912.0
67,5,1968.7
67,6,2029.2
67,7,2345.0
67,8,2727.8
67,9,2657.5
67,10,2588.6
67,11,2497.6
67,12,2372.5
67,13,2237.7
67,14,2149.9
67,15,2214.3
67,16,2245.6
67,17,2391.4
67,18,2669.0
67,19,2759.4
67,20,2830.9
67,21,2800.4
67,22,2706.9
67,23,2528.8
67,24,2273.1
68,1,2095.0
68,2,1990.2
68,3,1951.2
68,4,1928.0
68,5,2015.8
68,6,2075.7
68,7,2281.8
68,8,2624.0
68,9,2690.9
68,10,2711.0
68,11,2693.9
68,12,2554.1
68,13,2413.1
68,14,2388.1
68,15,2285.1
68,16,2300.4
68,17,2487.1
68,18,2672.1
68,19,2912.5
68,20,2911.0
68,21,2839.1
68,22,2728.7
68,23,2587.6
68,24,2455.3
69,1,2332.6
69,2,2227.0
69,3,2202.5
69,4,2185.0
69,5,2251.2
69,6,2306.6
69,7,2384.6
69,8,2575.7
69,9,2713.5
69,10,2910.7
69,11,2963.2
69,12,2943.3
69,13,2840.6
69,14,2787.5
69,15,2724.0
69,16,2680.6
69,17,2774.9
69,18,2994.7
69,19,3128.7
69,20,3105.4
69,21,3006.6
69,22,2813.3
69,23,2622.9
69,24,2478.3
70,1,2259.8
70,2,2106.4
70,3,2040.3
70,4,1963.2
70,5,2007.6
70,6,2012.4
70,7,2086.8
70,8,2180.5
70,9,2361.8
70,10,2636.2
70,11,2835.3
70,12,2927.9
70,13,2931.8
70,14,2895.9
70,15,2877.0
70,16,2873.9
70,17,2890.4
70,18,2950.8
70,19,2979.9
70,20,2935.9
70,21,2807.8
70,22,2666.1
70,23,2478.4
70,24,2272.7
71,1,2084.8
71,2,1947.7
71,3,1880.8
71,4,1877.3
71,5,1893.0
71,6,1991.7
71,7,2239.2
71,8,2544.4
71,9,2752.8
71,10,2667.6
71,11,2580.1
71,12,2565.5
71,13,2410.9
71,14,2356.4
71,15,2340.4
71,16,2413.6
71,17,2610.8
71,18,2765.7
71,19,2851.5
71,20,2813.9
71,21,2730.2
71,22,2681.3
71,23,2484.1
71,24,2173.8
72,1,2030.3
72,2,1862.9
72,3,1840.8
72,4,1895.6
72,5,1875.8
72,6,1970.5
72,7,2106.6
72,8,2363.4
72,9,2553.8
72,10,2474.0
72,11,2436.1
72,12,2360.5
72,13,2292.9
72,14,2194.0
72,15,2222.5
72,16,2249.6
72,17,2398.3
72,18,2611.3
72,19,2698.0
72,20,2688.8
72,21,2584.9
72,22,2498.9
72,23,2329.3
72,24,2108.3
73,1,1906.5
73,2,1731.2
73,3,1690.2
73,4,1712.3
73,5,1756.5
73,6,1816.0
73,7,2039.1
73,8,2338.8
73,9,2475.0
73,10,2369.2
73,11,2340.9
73,12,2311.5
73,13,2200.1
73,14,2156.2
73,15,2138.1
73,16,2218.4
73,17,2305.0
73,18,2506.3
73,19,2721.9
73,20,2735.2
73,21,2655.3
73,22,2541.1
73,23,2332.1
73,24,2105.2
74,1,1946.8
74,2,1819.9
74,3,1839.9
74,4,1845.3
74,5,1870.4
74,6,1984.3
74,7,2140.0
74,8,2436.5
74,9,2607.1
74,10,2546.7
74,11,2365.5
74,12,2360.6
74,13,2292.1
74,14,2191.2
74,15,2127.9
74,16,2173.3
74,17,2429.2
74,18,2548.8
74,19,2706.3
74,20,2757.4
74,21,2687.7
74,22,2566.9
74,23,2404.4
74,24,2134.8
75,1,1931.7
75,2,1821.6
75,3,1817.2
75,4,1866.8
75,5,1939.6
75,6,2019.8
75,7,2223.3
75,8,2480.8
75,9,2669.8
75,10,2557.1
75,11,2444.6
75,12,2361.5
75,13,2232.8
75,14,2202.9
75,15,2166.2
75,16,2209.9
75,17,2271.5
75,18,2479.4
75,19,2726.1
75,20,2788.8
75,21,2768.2
75,22,2592.3
75,23,2491.3
75,24,2367.1
